Basename,Opt. Per.,N. Lines,Avg. Lon.,Avg. Lat.,Avg. Zen.,RDN,LOC,OBS,TIM,LBL,L0,Temperature,Beta Angle
M3T20081119T003333,OP1A,393,-43.677,63.341,68.232,0,1,1,1,0,0,-1,-1
M3T20081119T003353,OP1A,786,-43.704,61.829,66.933,0,1,1,1,0,0,-1,-1
M3G20081119T021501,OP1A,301,134.707,66.685,111.934,0,1,1,1,0,0,164.8740082,30.08
M3G20081119T021733,OP1A,28974,-23.699,30.263,54.31,1,1,1,1,1,1,164.7880096,30.08
M3G20081122T224503,OP1A,647,82.572,46.975,130.415,0,1,1,1,0,0,161.6600037,26.38
M3G20081122T232908,OP1A,7256,-95.934,-17.14,30.152,1,1,1,1,1,1,161.4199982,26.38
M3G20081124T020103,OP1A,581,69.458,-12.861,152.782,0,1,1,1,0,0,162.552002,25.27
M3G20081124T023353,OP1A,950,67.77,87.472,93.726,1,1,1,1,1,1,162.552002,25.27
M3G20081124T023528,OP1A,32746,-110.285,6.066,49.382,1,1,1,1,1,1,-1,-1
M3G20081128T042755,OP1A,570,14.165,-27.501,146.257,0,1,1,1,0,0,165.0440063,21.32
M3G20081128T053620,OP1A,6087,-166.03,-14.356,23.651,1,1,1,1,1,1,164.7880096,21.27
M3G20081128T153721,OP1A,6103,-172.218,-44.122,45.555,1,1,1,1,1,1,164.8740082,20.89
M3G20081129T041146,OP1A,444,0.977,-12.335,158.286,0,1,1,1,0,0,165.8959961,20.36
M3G20081129T052459,OP1A,6203,286.457,-44.841,46.091,1,1,1,1,1,1,165.6380005,20.31
M3G20081129T155939,OP1A,611,-4.133,-17.202,154.409,0,1,1,1,0,0,166.5839996,19.92
M3G20081129T171431,OP1A,251,174.466,-29.21,32.179,0,1,1,1,0,0,166.326004,19.87
M3G20081129T171509,OP1A,5636,174.009,-45.042,46.143,0,1,1,1,0,0,166.326004,19.87
M3G20081130T034731,OP1A,643,-11.656,-21.46,152.137,0,1,1,1,0,0,167.1100006,19.44
M3G20081130T050351,OP1A,6198,167.77,-44.988,46.055,0,1,1,1,0,0,167.1100006,19.39
M3G20081130T155314,OP1A,513,-17.655,27.083,149.881,0,1,1,1,0,0,167.1100006,18.96
M3G20081130T165323,OP1A,6129,161.311,-44.728,45.691,0,1,1,1,0,0,167.1100006,18.91
M3G20081201T054112,OP1A,334,-25.202,27.538,149.762,0,1,1,1,0,0,167.5500031,18.38
M3G20081201T064047,OP1A,6184,153.787,-44.392,45.243,0,1,1,1,0,0,166.9340057,18.38
M3G20081201T173012,OP1A,283,-32.928,26.941,151.069,0,1,1,1,0,0,168.8899994,17.89
M3G20081201T183001,OP1A,6185,147.316,-44.764,45.462,0,1,1,1,0,0,168.4400024,17.89
M3G20081202T051914,OP1A,283,-39.405,25.887,152.189,0,1,1,1,0,0,170.3439941,17.46
M3G20081202T061935,OP1A,6169,140.829,-45.07,45.622,0,1,1,1,0,0,169.519989,17.41
M3G20081202T230314,OP1A,282,-49.049,25.739,152.596,0,1,0,0,0,0,170.25,16.74
M3G20081203T105313,OP1A,278,-55.516,27.514,151.218,0,1,0,0,0,0,171.5559998,16.26
M3G20081203T115326,OP1A,5953,124.956,-45.145,45.472,0,1,0,0,0,0,170.5319977,16.21
M3G20081203T224313,OP1A,283,-61.978,28.934,150.11,0,1,1,1,0,0,172.8880005,15.78
M3G20081204T123013,OP1A,284,-69.491,26.306,152.674,0,1,1,1,0,0,174.3439941,15.25
M3G20081204T133046,OP1A,6055,111.091,-44.941,45.086,0,1,1,1,0,0,173.0800018,15.2
M3G20081204T222212,OP1A,283,-74.913,28.185,151.117,0,1,1,1,0,0,175.3399963,14.81
M3G20081204T232205,OP1A,6145,105.703,-45.092,45.149,0,1,1,1,0,0,174.0500031,14.81
M3G20081205T120912,OP1A,283,-82.374,25.255,153.955,0,1,1,1,0,0,174.7399902,14.28
M3G20081205T131000,OP1A,5903,98.081,-44.397,44.354,0,1,1,1,0,0,173.4720001,14.23
M3G20081206T015712,OP1A,283,-89.895,25.467,153.949,0,1,1,1,0,0,176.5500031,13.75
M3G20081206T025802,OP1A,5883,90.552,-44.562,44.406,0,1,1,1,0,0,175.1399994,13.7
M3G20081206T154511,OP1A,282,-96.472,25.915,153.379,0,1,1,1,0,0,170.1580048,13.18
M3G20081206T164550,OP1A,5998,82.974,-44.527,44.266,0,1,1,1,0,0,169.3399963,13.13
M3G20081207T013812,OP1A,283,-102.713,30.835,149.178,0,1,1,1,0,0,170.9960022,12.79
M3G20081207T023705,OP1A,6149,77.545,-44.3,43.974,0,1,1,1,0,0,170.1580048,12.74
M3G20081207T132612,OP1A,283,-109.181,25.833,154.031,0,1,1,1,0,0,172.6959991,12.31
M3G20081208T011612,OP1A,283,-114.907,27.053,152.798,0,1,1,1,0,0,174.3439941,11.82
M3G20081208T021621,OP1A,5988,64.414,-44.083,43.574,0,1,1,1,0,0,173.178009,11.77
M3G20081208T150414,OP1A,283,-122.411,27.477,152.543,0,1,1,1,0,0,170.4380035,11.25
M3G20081208T160407,OP1A,6144,56.878,-44.151,43.562,0,1,1,1,0,0,169.6100006,11.2
M3G20081209T005512,OP1A,283,-128.318,26.322,153.89,0,1,1,1,0,0,171.1799927,10.91
M3G20081209T015536,OP1A,6139,51.536,-44.438,43.795,0,1,1,1,0,0,170.3439941,10.86
M3G20081209T124512,OP1A,283,-134.764,27.436,152.932,0,1,1,1,0,0,172.5039978,10.43
M3G20081210T003512,OP1A,277,-141.288,28.569,151.952,0,1,1,1,0,0,174.147995,9.94
M3G20081210T013506,OP1A,6140,38.428,-45.086,44.294,0,1,1,1,0,0,173.178009,9.89
M3G20081210T122414,OP1A,278,-147.752,26.919,153.648,0,1,1,1,0,0,175.2399902,9.46
M3G20081210T132437,OP1A,6145,31.818,-44.981,44.126,0,1,1,1,0,0,174.4420013,9.41
M3G20081211T021212,OP1A,283,-155.399,27.483,153.221,0,1,1,1,0,0,177.9859924,8.88
M3G20081211T031236,OP1A,6140,24.124,-45.554,44.627,0,1,1,1,0,0,176.5500031,8.84
M3G20081211T120312,OP1A,278,-160.747,26.95,153.801,0,1,1,1,0,0,175.7399902,8.5
M3G20081211T130351,OP1A,5989,18.63,-45.221,44.255,0,1,1,1,0,0,174.147995,8.45
M3G20081212T015112,OP1A,278,-168.423,28.01,152.861,0,1,1,1,0,0,175.6399994,7.97
M3G20081212T025136,OP1A,5843,11.01,-44.946,43.937,0,1,1,1,0,0,174.5399933,7.92
M3G20081213T013012,OP1A,283,178.59,27.673,153.307,0,1,1,1,0,0,180.3180084,7
M3G20081213T023036,OP1A,6437,-1.954,-45.944,44.881,0,1,1,1,0,0,178.8280029,6.95
M3G20081213T131912,OP1A,278,172.137,25.798,155.209,0,1,1,1,0,0,177.4680023,6.52
M3G20081213T142021,OP1A,5994,-8.552,-45.161,44.074,0,1,1,1,0,0,176.1419983,6.47
M3G20081214T010912,OP1A,283,165.454,26.942,154.125,0,1,1,1,0,0,179.1399994,6.04
M3G20081214T020951,OP1A,5994,-15.219,-44.615,43.51,0,1,1,1,0,0,177.8820038,5.99
M3G20081214T125812,OP1A,283,158.904,25.247,155.842,0,1,1,1,0,0,181.8500061,5.56
M3G20081214T135921,OP1A,5988,-21.796,-44.342,43.228,0,1,1,1,0,0,180.5339966,5.56
M3G20081215T084112,OP1A,282,148.482,26.773,154.322,0,1,1,1,0,0,182.5119934,4.79
M3G20081215T094152,OP1A,5988,-32.574,-44.238,43.126,0,1,1,1,0,0,180.5339966,4.74
M3G20081215T222812,OP1A,283,140.836,24.201,156.899,0,1,1,1,0,0,181.7400055,4.21
M3G20081215T232936,OP1A,5843,-39.941,-43.588,42.486,0,1,1,1,0,0,180.4260101,4.21
M3G20081216T082012,OP1A,277,135.545,26.356,154.739,0,1,1,1,0,0,183.4080048,3.82
M3G20081216T092051,OP1A,5842,-45.064,-43.602,42.508,0,1,1,1,0,0,181.3000031,3.77
M3G20081217T000611,OP1A,278,127.338,25.651,155.429,0,1,1,1,0,0,171.2739868,3.2
M3G20081217T010720,OP1A,5988,-53.446,-45.014,43.935,0,1,1,1,0,0,170.5319977,3.16
M3G20081217T115612,OP1A,283,120.989,26.517,154.55,0,1,1,1,0,0,173.276001,2.76
M3G20081217T125706,OP1A,5843,-59.708,-44.788,43.722,0,1,1,1,0,0,172.5039978,2.71
M3G20081218T014413,OP1A,278,113.52,26.334,154.709,0,1,1,1,0,0,175.9399872,2.17
M3G20081218T024506,OP1A,2842,-67.045,-36.869,35.823,0,1,1,1,0,0,175.2399902,2.1
M3G20081218T112512,OP1A,283,108.237,-5.797,173.015,0,1,1,1,0,0,174.2460022,1.59
M3G20081218T123636,OP1A,5843,-72.391,-44.59,43.557,0,1,1,1,0,0,172.6959991,1.59
M3G20081219T012312,OP1A,282,100.629,24.716,156.257,0,1,1,1,0,0,170.1580048,1.28
M3G20081219T022437,OP1A,5987,-79.902,-44.677,43.67,0,1,1,1,0,0,169.519989,1.29
M3G20081220T030113,OP1A,283,86.588,25.501,155.361,0,1,1,1,0,0,169.6999969,2.39
M3G20081220T033237,OP1A,12031,-93.937,29.9,31.214,0,1,1,1,0,0,169.25,2.39
M3G20081220T105513,OP1A,283,82.269,28.029,152.813,0,1,1,1,0,0,169.519989,2.63
M3G20081220T112542,OP1A,11985,-98.267,30.274,31.62,0,1,1,1,0,0,169.1600037,2.67
M3G20081220T184812,OP1A,283,77.918,27.402,153.388,0,1,1,1,0,0,169.4299927,2.82
M3G20081220T191906,OP1A,11890,-102.592,29.845,31.257,0,1,1,1,0,0,169.0699921,2.85
M3G20081221T043913,OP1A,278,72.461,25.942,154.761,0,1,1,1,0,0,169.25,3.1
M3G20081221T051036,OP1A,12035,-107.96,29.394,30.922,0,1,1,1,0,0,168.8899994,3.1
M3G20081221T103412,OP1A,283,69.172,26.475,154.188,0,1,1,1,0,0,169.25,3.29
M3G20081221T110522,OP1A,12177,-111.188,29.386,30.984,0,1,1,1,0,0,168.7100067,3.29
M3G20081221T202513,OP1A,278,63.681,25.362,155.193,0,1,1,1,0,0,169.1600037,3.66
M3G20081221T205721,OP1A,11739,-116.595,28.894,30.556,0,1,1,1,0,0,168.6199951,3.66
M3G20081222T041812,OP1A,283,59.204,25.266,155.19,0,1,1,1,0,0,168.9799957,4.08
M3G20081222T044951,OP1A,12182,-120.849,29.506,31.262,0,1,1,1,0,0,168.6199951,4.08
M3G20081222T101313,OP1A,278,55.876,25.709,154.689,0,1,1,1,0,0,168.9799957,4.43
M3G20081222T104437,OP1A,12176,-124.136,29.782,31.585,0,1,1,1,0,0,168.5299988,4.43
M3G20081222T220311,OP1A,278,49.218,26.358,153.911,0,1,1,1,0,0,168.8000031,5.1
M3G20081222T223435,OP1A,12035,-130.726,29.365,31.34,0,1,1,1,0,0,168.3500061,5.1
M3G20081223T055812,OP1A,283,44.702,32.035,148.287,0,1,0,0,0,0,168.6199951,5.43
M3G20081223T062736,OP1A,12036,-135.06,29.715,31.755,0,1,0,0,0,0,168.1699982,5.43
M3G20081223T115111,OP1A,278,41.437,26.303,153.773,0,1,0,0,0,0,168.5299988,5.67
M3G20081223T122235,OP1A,12036,-138.296,29.36,31.51,0,1,0,0,0,0,168.0800018,5.67
M3G20081223T214212,OP1A,278,35.892,25.252,154.626,0,1,1,1,0,0,168.4400024,6.02
M3G20081223T221351,OP1A,12031,-143.664,29.734,31.963,0,1,1,1,0,0,167.9020081,6.07
M3G20081224T132911,OP1A,283,26.996,28.011,151.749,0,1,1,1,0,0,168.2600098,6.63
M3G20081224T140005,OP1A,12032,-152.201,29.19,31.67,0,1,1,1,0,0,167.7259979,6.68
M3G20081224T232011,OP1A,283,21.56,27.027,152.548,0,1,1,1,0,0,168.0800018,7.02
M3G20081224T235121,OP1A,11885,-157.53,29.469,32,0,1,1,1,0,0,167.4620056,7.02
M3G20081225T071311,OP1A,283,17.21,26.958,152.503,0,1,1,1,0,0,167.9020081,7.36
M3G20081225T074420,OP1A,11885,-161.822,29.304,31.959,0,1,1,1,0,0,167.4620056,7.36
M3G20081225T130812,OP1A,278,13.947,27.698,151.725,0,1,1,1,0,0,167.8140106,7.6
M3G20081225T133906,OP1A,9495,-164.902,35.242,37.177,0,1,1,1,0,0,167.3740082,7.6
M3G20081225T225911,OP1A,278,8.602,26.864,152.387,0,1,1,1,0,0,167.7259979,7.97
M3G20081225T233020,OP1A,11884,-170.519,29.189,32.087,0,1,1,1,0,0,167.197998,7.97
M3G20081226T065211,OP1A,283,4.312,26.757,152.385,0,1,1,1,0,0,167.6380005,8.26
M3G20081226T072335,OP1A,7546,-174.482,39.533,41.332,0,1,1,1,0,0,167.1100006,8.3
M3G20081226T073624,OP1A,4040,-175.359,10.094,15.078,0,1,1,1,0,0,166.9340057,8.3
M3G20081226T144510,OP1A,283,0.082,26.514,152.526,0,1,1,1,0,0,167.5500031,8.59
M3G20081226T151634,OP1A,11884,79.06,28.705,31.867,0,1,1,1,0,0,167.0220032,8.64
M3G20081227T003711,OP1A,282,437.334,-33.198,40.429,0,1,1,1,0,0,167.3740082,8.97
M3G20081227T083011,OP1A,278,-9.485,27.688,151.24,0,1,1,1,0,0,167.3740082,9.31
M3G20081227T090105,OP1A,11873,172.229,28.786,31.889,0,1,1,1,0,0,166.7579956,9.36
M3G20081227T142511,OP1A,278,-12.68,27.979,150.903,0,1,1,1,0,0,167.2859955,9.55
M3G20081227T145550,OP1A,11885,169.081,29.161,32.265,0,1,1,1,0,0,166.7579956,9.55
M3G20081228T001511,OP1A,278,-18.639,24.356,153.781,0,1,1,1,0,0,167.1100006,9.93
M3G20081228T004635,OP1A,11885,164.137,30.254,33.285,0,1,1,1,0,0,166.6699982,9.93
M3G20081228T080811,OP1A,251,-22.909,24.207,153.789,0,1,1,1,0,0,167.0220032,10.26
M3G20081228T083935,OP1A,11885,159.847,30.224,33.361,0,1,1,1,0,0,166.4980011,10.26
M3G20081228T160110,OP1A,278,-27.206,24.006,153.827,0,1,1,1,0,0,166.845993,10.59
M3G20081228T163233,OP1A,5993,156.649,45.344,46.915,0,1,1,1,0,0,166.326004,10.59
M3G20081229T015311,OP1A,282,-32.768,26.359,151.522,0,1,1,1,0,0,166.6699982,10.93
M3G20081229T022350,OP1A,11843,150.024,30.214,33.63,1,1,1,1,1,1,166.0680084,10.98
M3G20081229T094611,OP1A,283,-37.095,26.318,151.412,0,1,1,1,0,0,166.4980011,11.28
M3G20081229T101650,OP1A,11885,145.645,30.416,33.938,1,1,1,1,1,1,165.8959961,11.33
M3G20081229T173911,OP1A,278,-41.399,26.288,151.298,0,1,1,1,0,0,166.2400055,11.62
M3G20081229T180950,OP1A,11905,141.209,30.454,34.124,1,1,1,1,1,1,165.8099976,11.62
M3G20081230T013311,OP1A,278,-45.008,30.88,147.387,0,1,1,1,0,0,166.0680084,11.87
M3G20081230T020405,OP1A,11885,135.297,25.384,30.742,1,1,1,1,1,1,165.4660034,11.91
M3G20081230T112409,OP1A,283,-50.344,30.199,147.862,0,1,1,1,0,0,165.8099976,12.21
M3G20081230T115533,OP1A,11885,129.762,24.798,30.559,1,1,1,1,1,1,165.2120056,12.21
M3G20081230T171909,OP1A,278,-53.55,30.909,147.144,0,1,1,1,0,0,165.552002,12.4
M3G20081230T175018,OP1A,11885,126.448,24.96,30.816,1,1,1,1,1,1,165.0440063,12.46
M3G20081231T031109,OP1A,283,-58.918,33.064,145.064,0,1,1,1,0,0,164.8740082,13.04
M3G20081231T034148,OP1A,11884,120.924,24.445,30.702,1,1,1,1,1,1,164.8740082,13.04
M3G20081231T110209,OP1A,221,-63.176,26.695,150.563,0,1,1,1,0,0,164.8740082,13.64
M3G20081231T113333,OP1A,12031,116.535,28.063,33.557,1,1,1,1,1,1,164.8740082,13.74
M3G20081231T190009,OP1A,278,-67.591,41.765,136.881,0,1,1,1,0,0,164.8740082,14.34
M3G20081231T192648,OP1A,11884,112.193,28.016,33.636,1,1,1,1,1,1,164.8740082,14.34
M3G20090101T025309,OP1A,283,-71.958,41.398,137.107,0,1,1,1,0,0,164.4479981,14.84
M3G20090101T032003,OP1A,10772,107.85,30.453,35.392,1,1,1,1,1,1,164.4479981,14.9
M3G20090101T033819,OP1A,1116,107.695,0.263,15.42,1,1,1,1,1,1,164.4479981,14.9
M3G20090101T123910,OP1A,283,-77.282,24.986,151.442,0,1,1,1,0,0,164.4479981,15.27
M3G20090101T131120,OP1A,11903,102.388,27.089,33.364,1,1,1,1,1,1,164.4479981,15.31
M3G20090101T183411,OP1A,278,-80.512,25.567,150.841,0,1,1,1,0,0,164.4479981,15.46
M3G20090101T190519,OP1A,11885,99.135,30.078,35.7,1,1,1,1,1,1,164.4479981,15.5
M3G20090103T080012,OP1A,225,-100.977,27.006,148.863,0,1,1,1,0,0,164.0359955,16.94
M3G20090103T084105,OP1A,11664,78.48,-1.254,23.937,1,1,1,1,1,1,163.7839966,16.94
M3G20090103T135913,OP1A,133,-104.242,41.611,136.136,1,1,1,1,1,1,175.1399994,17.13
M3G20090103T143945,OP1A,11739,75.227,-14.386,26.716,1,1,1,1,1,1,173.0800018,17.17
M3G20090103T215111,OP1A,282,-108.612,40.469,137.021,0,1,1,1,0,0,166.2400055,17.46
M3G20090103T223205,OP1A,11739,70.897,-14.408,26.952,1,1,1,1,1,1,165.6380005,17.5
M3G20090104T054311,OP1A,283,-112.964,39.511,137.732,0,1,1,1,0,0,164.2839966,17.79
M3G20090104T062425,OP1A,11739,66.58,-14.621,27.241,1,1,1,1,1,1,163.9519959,17.79
M3G20090104T093911,OP1A,282,-115.127,39.059,138.064,0,1,1,1,0,0,163.8679962,17.93
M3G20090104T102025,OP1A,11935,64.429,-14.75,27.533,1,1,1,1,1,1,163.5359955,17.98
M3G20090104T153411,OP1A,277,-118.375,41.435,135.87,0,1,1,1,0,0,163.6179962,18.17
M3G20090104T161446,OP1A,11733,61.219,-14.65,27.5,1,1,1,1,1,1,163.2899933,18.22
M3G20090104T212811,OP1A,283,-121.585,40.77,136.372,0,1,1,1,0,0,163.4539948,18.41
M3G20090104T220845,OP1A,11935,58.027,-14.512,27.735,1,1,1,1,1,1,163.1259918,18.46
M3G20090105T052011,OP1A,283,-125.865,39.929,136.993,0,1,1,1,0,0,163.1259918,18.7
M3G20090105T060105,OP1A,11935,53.78,-14.607,27.959,1,1,1,1,1,1,162.7980042,18.75
M3G20090105T130711,OP1A,277,-129.981,23.666,150.224,0,1,1,1,0,0,162.8800049,19.03
M3G20090105T134845,OP1A,11930,49.656,-0.499,25.554,1,1,1,1,1,1,162.7160034,19.03
M3G20090105T190211,OP1A,283,-133.212,26.042,148.288,0,1,1,1,0,0,162.7980042,19.27
M3G20090105T194305,OP1A,11739,46.477,-0.227,25.547,1,1,1,1,1,1,162.552002,19.27
M3G20090105T225811,OP1A,278,-135.36,25.569,148.552,0,1,1,1,0,0,162.7160034,19.41
M3G20090105T233905,OP1A,11935,44.35,-0.247,25.818,1,1,1,1,1,1,162.4700012,19.41
M3G20090106T065011,OP1A,283,-139.671,24.645,149.038,0,1,1,1,0,0,162.552002,19.7
M3G20090106T073125,OP1A,11935,40.087,-0.424,26.035,1,1,1,1,1,1,162.230011,19.74
M3G20090106T104637,OP1A,19,-141.837,24.885,148.751,0,1,1,1,0,0,162.4700012,19.89
M3G20090106T112745,OP1A,47,38.391,29.415,35.55,0,1,1,1,0,0,162.230011,19.93
M3G20090106T112923,OP1A,339,38.299,23.641,31.07,0,1,1,1,0,0,162.230011,19.93
M3G20090106T113356,OP1A,5,38.112,10.807,23.021,0,1,1,1,0,0,162.0700073,19.93
M3G20090106T113423,OP1A,229,38.086,8.865,22.173,0,1,1,1,0,0,162.0700073,19.93
M3G20090106T113528,OP1A,480,38.029,4.742,20.852,0,1,1,1,0,0,162.0700073,19.93
M3G20090106T113800,OP1A,1352,37.897,-4.92,20.75,0,1,1,1,0,0,162.0700073,19.93
M3G20090106T114017,OP1A,4343,37.685,-19.533,27.897,0,1,1,1,0,0,161.9880066,19.93
M3G20090106T144311,OP1A,282,-144.03,26.913,147.105,0,1,1,1,0,0,162.3899994,20.03
M3G20090106T152345,OP1A,11935,35.819,-0.703,26.254,1,1,1,1,1,1,162.230011,20.08
M3G20090107T003311,OP1A,278,-149.463,26.053,147.472,0,1,1,1,0,0,162.1500092,20.41
M3G20090107T011405,OP1A,11935,30.463,-0.859,26.55,1,1,1,1,1,1,161.9060059,20.46
M3G20090107T122011,OP1A,283,-155.906,22.211,149.89,0,1,1,1,0,0,161.9880066,20.89
M3G20090107T130225,OP1A,11739,24.004,-0.46,26.792,1,1,1,1,1,1,161.7420044,20.94
M3G20090108T040511,OP1A,278,-164.715,24.562,147.687,0,1,1,1,0,0,161.5,21.56
M3G20090108T044645,OP1A,11739,15.361,-0.315,27.356,1,1,1,1,1,1,161.5,21.56
M3G20090109T014310,OP1A,283,-176.526,23.139,148.05,0,1,1,1,0,0,161.5,22.37
M3G20090109T022525,OP1A,11733,3.437,-0.695,28.15,1,1,1,1,1,1,161.3399963,22.42
M3G20090110T150611,OP1A,277,162.476,23.17,146.509,0,1,1,1,0,0,160.7899933,23.9
M3G20090110T154845,OP1A,11739,-17.498,-1.26,29.85,1,1,1,1,1,1,160.7899933,23.9
M3G20090111T005511,OP1A,278,157.203,19.739,148.314,0,1,1,1,0,0,160.7099915,24.23
M3G20090111T013904,OP1A,11739,-22.949,-1.662,30.275,1,1,1,1,1,1,160.6300049,24.28
M3G20090112T161610,OP1A,278,135.913,20.959,146.497,0,1,1,1,0,0,160.3919983,25.85
M3G20090112T165924,OP1A,11739,-44.338,-0.964,31.525,1,1,1,1,1,1,160.2360077,25.85
M3G20090113T175110,OP1A,250,122.11,22.062,145.177,0,1,1,1,0,0,160.1580048,26.85
M3G20090113T183344,OP1A,11713,-58.282,-0.471,32.358,1,1,1,1,1,1,160.0039978,26.85
M3G20090114T172813,OP1A,278,109.324,23.084,143.932,0,1,1,1,0,0,159.9279938,27.8
M3G20090114T181027,OP1A,11739,-71.168,-0.469,33.177,1,1,1,1,1,1,159.776001,27.8
M3G20090115T165411,OP1A,283,96.42,-9.356,148.686,0,1,1,1,0,0,159.776001,28.71
M3G20090115T174705,OP1A,11936,-84.11,-0.765,34.141,1,1,1,1,1,1,159.699997,28.76
M3G20090117T003311,OP1A,278,79.167,21.564,142.939,0,1,1,1,0,0,159.776001,29.95
M3G20090117T011605,OP1A,11739,-101.392,-0.554,35.155,1,1,1,1,1,1,159.621994,30
M3G20090118T014411,OP1A,277,65.169,-51.381,121.544,0,1,1,1,0,0,158.7779999,30.95
M3G20090118T022705,OP1A,11935,-82.226,68.12,73.635,1,1,1,1,1,1,158.7779999,31
M3G20090119T073811,OP1A,283,48.43,21.145,140.813,0,1,1,1,0,0,159.0059967,32.15
M3G20090119T082105,OP1A,12131,-132.007,-0.736,37.726,1,1,1,1,1,1,158.8539887,32.19
M3G20090120T012010,OP1A,278,38.469,20.028,140.483,0,1,1,1,0,0,158.8539887,32.86
M3G20090120T020344,OP1A,11738,-141.867,-0.621,38.295,1,1,1,1,1,1,158.7019959,32.9
M3G20090121T025911,OP1A,283,23.919,34.652,131.562,0,1,1,1,0,0,158.1699982,33.86
M3G20090121T033745,OP1A,11936,-155.978,-0.73,39.424,1,1,1,1,1,1,158.1699982,33.9
M3G20090122T042811,OP1A,282,10.191,18.973,138.887,0,1,1,1,0,0,158.0939941,34.91
M3G20090122T051145,OP1A,11739,-169.984,-0.541,40.254,1,1,1,1,1,1,157.9420013,34.91
M3G20090123T060211,OP1A,283,-3.583,18.296,138.434,0,1,1,1,0,0,157.7159882,35.91
M3G20090123T064545,OP1A,11936,176.173,-0.512,41.121,1,1,1,1,1,1,157.5679932,35.91
M3G20090124T053811,OP1A,278,-16.266,17.647,138.036,0,1,1,1,0,0,157.5679932,36.86
M3G20090124T062145,OP1A,11935,163.493,-0.387,41.753,1,1,1,1,1,1,157.5679932,36.86
M3G20090124T232111,OP1A,283,-25.996,20.547,136.314,0,1,1,1,0,0,157.345993,37.53
M3G20090125T000345,OP1B,11935,153.811,-0.626,42.39,1,1,1,1,1,1,157.1979981,37.58
M3G20090125T171718,OP1B,726,-36.59,65.208,108.562,0,1,1,1,0,0,157.2720032,38.24
M3G20090125T172601,OP1B,28283,146.848,17.081,55.765,1,1,1,1,1,1,157.1979981,38.29
M3T20090125T190016,OP1B,582,-36.521,17.885,136.799,0,1,1,1,0,0,,
M3T20090125T200612,OP1B,4718,141.613,-44.156,57.359,0,1,1,1,0,0,,
M3G20090126T025311,OP1B,278,-41.205,20.796,135.149,0,1,1,1,0,0,157.0500031,38.63
M3G20090126T033545,OP1B,11733,138.557,-0.266,43.442,1,1,1,1,1,1,156.9019928,38.67
M3G20090127T023311,OP1B,278,-54.238,33.291,128.639,0,1,1,1,0,0,156.2379913,39.59
M3G20090127T031145,OP1B,11936,125.526,-0.392,44.47,1,1,1,1,1,1,156.0939941,39.63
M3G20090131T050409,OP1B,620,-108.094,61.026,109.796,0,1,1,1,0,0,156.3099976,43.49
M3G20090131T051413,OP1B,28187,71.349,17.182,59.187,1,1,1,1,1,1,156.0220032,43.49
M3G20090131T085011,OP1B,283,-110.251,29.243,127.425,0,1,1,1,0,0,155.4459992,43.63
M3G20090131T091031,OP1B,27992,69.267,17.169,59.136,1,1,1,1,1,1,155.302002,43.68
M3G20090131T103511,OP1B,283,-111.23,-10.856,133.094,0,1,1,1,0,0,155.2299957,43.73
M3G20090131T111951,OP1B,4346,68.311,43.867,60.061,1,1,1,1,1,1,154.8699951,43.73
M3G20090131T112714,OP1B,23841,68.559,-28.73,59.244,1,1,1,1,1,1,154.7259979,43.77
M3G20090131T124011,OP1B,283,-112.359,10.301,133.108,0,1,1,1,0,0,155.0139923,43.77
M3G20090131T130631,OP1B,21144,67.222,35.249,60.118,1,1,1,1,1,1,154.7979889,43.82
M3G20090131T134223,OP1B,7047,67.001,-37.341,57.016,1,1,1,1,1,1,154.5099945,43.82
M3G20090131T144011,OP1B,278,-113.451,16.242,131.749,0,1,1,1,0,0,154.8699951,43.87
M3G20090131T151551,OP1B,28192,65.952,-17.175,59.398,1,1,1,1,1,1,154.7979889,43.92
M3G20090201T062513,OP1B,277,-122.012,17.437,130.895,0,1,1,1,0,0,154.0200043,44.49
M3G20090201T064933,OP1B,27954,57.728,16.302,59.43,1,1,1,1,1,1,154.0200043,44.49
M3G20090201T082313,OP1B,278,-123.073,17.137,130.916,0,1,1,1,0,0,154.0200043,44.59
M3G20090201T085853,OP1B,21011,56.471,0.215,53.723,1,1,1,1,1,1,154.0200043,44.59
M3G20090201T093431,OP1B,6980,55.306,-71.643,77.811,1,1,1,1,1,1,154.0200043,44.63
M3G20090201T102113,OP1B,283,-124.134,16.911,130.917,0,1,1,1,0,0,153.6699982,44.68
M3G20090201T104533,OP1B,28188,55.656,16.39,59.65,1,1,1,1,1,1,153.6699982,44.68
M3G20090201T123413,OP1B,283,-125.575,62.778,108.092,0,1,1,1,0,0,153.6699982,44.73
M3G20090201T125453,OP1B,28187,54.3,-17.732,59.947,1,1,1,1,1,1,153.6699982,44.73
M3G20090201T141713,OP1B,283,-126.254,16.489,130.909,0,1,1,1,0,0,153.6699982,44.83
M3G20090201T144133,OP1B,13569,54.065,54.501,67.499,1,1,1,1,1,1,153.6000061,44.83
M3G20090201T150434,OP1B,14623,53.177,-18.036,52.658,1,1,1,1,1,1,153.3200073,44.87
M3G20090201T163951,OP1B,11627,53.028,58.819,69.769,1,1,1,1,1,1,153.6699982,44.92
M3G20090201T165935,OP1B,16560,52.142,-13.72,52.688,1,1,1,1,1,1,153.3899994,44.92
M3G20090201T181311,OP1B,283,-128.372,15.945,130.931,0,1,1,1,0,0,153.7400055,44.97
