Basename,Opt. Per.,N. Lines,Avg. Lon.,Avg. Lat.,Avg. Zen.,RDN,LOC,OBS,TIM,LBL,L0,Temperature,Beta Angle
M3T20090421T122626,OP2A,3004,-86.068,-12.324,55.691,0,1,1,1,0,0,,
M3T20090421T135659,OP2A,493,94.784,-80.138,97.02,0,1,1,1,0,0,,
M3T20090421T142043,OP2A,1216,-87.185,-26.062,59.065,0,1,1,1,0,0,,
M3T20090421T142145,OP2A,4096,-87.166,-19.107,57.102,0,1,1,1,0,0,,
M3T20090421T155459,OP2A,489,93.725,-80.175,97.007,0,1,1,1,0,0,,
M3T20090421T161644,OP2A,5302,-88.269,-26.831,59.319,0,1,1,1,0,0,,
M3T20090421T183929,OP2A,5303,-89.099,49.638,66.67,0,1,1,1,0,0,,
M3G20090421T234511,OP2A,287,88.798,-74.969,100.062,0,1,1,1,0,0,150.1559906,54.33
M3G20090422T000145,OP2A,27548,-92.216,17.061,64.127,1,1,1,1,1,1,149.9579926,54.28
M3G20090422T014445,OP2A,232,88.194,-79.658,97.37,0,1,1,1,0,0,150.1559906,54.24
M3G20090422T014800,OP2A,27845,-92.421,-18.31,65.031,1,1,1,1,1,1,149.9579926,54.24
M3G20090422T093645,OP2A,231,83.927,-79.094,97.725,0,1,1,1,0,0,150.2879944,53.89
M3G20090422T095145,OP2A,27548,-97.717,15.532,63.499,1,1,1,1,1,1,150.0899963,53.89
M3G20090422T113445,OP2A,233,82.823,-78.91,97.844,0,1,1,1,0,0,150.0899963,53.8
M3G20090422T113800,OP2A,27844,-96.562,-19.685,64.802,1,1,1,1,1,1,150.0899963,53.8
M3G20090422T133245,OP2A,232,81.716,-78.724,97.965,0,1,1,1,0,0,150.2220001,53.75
M3G20090422T134730,OP2A,27699,-99.893,14.812,63.409,1,1,1,1,1,1,150.2220001,53.75
M3G20090422T153045,OP2A,227,80.595,-78.526,98.096,0,1,1,1,0,0,150.2220001,53.65
M3G20090422T153400,OP2A,27845,-98.068,-20.047,64.772,1,1,1,1,1,1,150.1559906,53.65
M3G20090422T172845,OP2A,232,79.459,-78.322,98.234,0,1,1,1,0,0,150.2879944,53.55
M3G20090422T174330,OP2A,27548,-102.096,14.086,63.147,1,1,1,1,1,1,150.0899963,53.55
M3G20090422T192645,OP2A,233,78.31,-78.082,98.395,0,1,1,1,0,0,150.3540039,53.51
M3G20090422T193000,OP2A,20156,-98.225,-40.27,66.888,1,1,1,1,1,1,150.2220001,53.51
M3G20090422T200411,OP2A,7689,-103.266,31.776,59.124,1,1,1,1,1,1,150.0899963,53.47
M3G20090422T212445,OP2A,232,77.14,-77.957,98.495,0,1,1,1,0,0,150.0899963,53.42
M3G20090422T213930,OP2A,27554,-104.285,13.753,63.015,1,1,1,1,1,1,150.0899963,53.42
M3G20090422T232245,OP2A,233,75.965,-77.783,98.624,0,1,1,1,0,0,150.4859924,53.37
M3G20090422T232600,OP2A,16079,-98.051,-51.129,70.43,1,1,1,1,1,1,150.3540039,53.37
M3G20090422T235626,OP2A,17925,-105.296,36.845,63.27,1,1,1,1,1,1,,
M3G20090423T002341,OP2A,1061,-101.625,85.928,86.241,1,1,1,1,1,1,150.4859924,53.32
M3G20090423T012130,OP2A,228,75.064,-79.866,97.409,0,1,1,1,0,0,150.4859924,53.27
M3G20090423T012445,OP2A,23580,-104.597,-29.699,64.603,1,1,1,1,1,1,150.4859924,53.27
M3G20090423T020444,OP2A,4561,-106.495,43.226,63.045,1,1,1,1,1,1,150.2879944,53.22
M3G20090423T031930,OP2A,233,73.868,-79.685,97.541,0,1,1,1,0,0,150.552002,53.17
M3G20090423T033430,OP2A,27846,-107.415,17.086,63.394,1,1,1,1,1,1,150.3540039,53.17
M3G20090423T051745,OP2A,233,72.75,-80.269,97.219,0,1,1,1,0,0,150.6179962,53.12
M3G20090423T052045,OP2A,18619,-105.338,-42.897,67.26,1,1,1,1,1,1,150.4859924,53.12
M3G20090423T055220,OP2A,9523,-108.706,30.068,58.576,1,1,1,1,1,1,150.3540039,53.07
M3G20090423T071545,OP2A,232,71.544,-80.102,97.343,0,1,1,1,0,0,150.6840057,53.03
M3G20090423T073030,OP2A,27846,-109.629,16.77,63.267,1,1,1,1,1,1,150.552002,53.03
M3G20090423T091345,OP2A,233,70.341,-79.939,97.467,0,1,1,1,0,0,150.75,52.93
M3G20090423T091700,OP2A,7963,-104.324,-70.114,79.582,1,1,1,1,1,1,150.6179962,52.93
M3G20090423T093030,OP2A,20028,-110.885,2.457,58.017,1,1,1,1,1,1,150.552002,52.93
M3G20090423T111145,OP2A,231,69.146,-79.776,97.59,0,1,1,1,0,0,150.8820038,52.88
M3G20090423T112645,OP2A,27695,-111.856,16.696,63.086,1,1,1,1,1,1,150.8159943,52.83
M3G20090423T131000,OP2A,233,67.902,-80.253,97.341,0,1,1,1,0,0,150.8159943,52.78
M3G20090423T131300,OP2A,10301,-106.039,-64.543,76.523,1,1,1,1,1,1,150.8159943,52.78
M3G20090423T133029,OP2A,17834,-113.036,8.433,57.049,1,1,1,1,1,1,150.8159943,52.78
M3G20090423T150800,OP2A,233,66.833,-80.172,97.398,0,1,1,1,0,0,150.8159943,52.69
M3G20090423T152245,OP2A,21794,-114.102,1.092,58.782,1,1,1,1,1,1,150.8159943,52.69
M3G20090423T155943,OP2A,6051,-113.572,73.475,78.703,1,1,1,1,1,1,150.8159943,52.69
M3G20090423T170600,OP2A,233,65.665,-80.024,97.508,0,1,1,1,0,0,150.8159943,52.65
M3G20090423T170915,OP2A,27992,-113.136,-18.151,63.992,1,1,1,1,1,1,150.8159943,52.65
M3G20090423T190400,OP2A,228,64.507,-79.862,97.627,0,1,1,1,0,0,151.2120056,52.55
M3G20090423T191900,OP2A,426,-116.203,-53.973,70.157,1,1,1,1,1,1,151.2120056,52.55
M3G20090423T191943,OP2A,27273,-116.17,18.007,62.84,1,1,1,1,1,1,151.2120056,52.55
M3G20090423T210215,OP2A,227,63.4,-80.47,97.276,0,1,1,1,0,0,151.2120056,52.45
M3G20090423T210515,OP2A,28143,-114.767,-18.091,63.994,1,1,1,1,1,1,151.2120056,52.45
M3G20090423T230015,OP2A,233,62.254,-80.317,97.387,0,1,1,1,0,0,151.2120056,52.4
M3G20090423T231500,OP2A,2808,-118.301,-48.117,67.054,1,1,1,1,1,1,151.2120056,52.4
M3G20090423T231946,OP2A,18960,-118.384,8.466,57.317,1,1,1,1,1,1,151.2120056,52.4
M3G20090424T005800,OP2A,232,61.008,-79.473,97.93,0,1,1,1,0,0,151.3440094,52.3
M3G20090424T010115,OP2A,26257,-116.28,-23.238,63.86,1,1,1,1,1,1,151.3440094,52.3
M3G20090424T014547,OP2A,1880,-119.53,49.942,65.467,1,1,1,1,1,1,151.2120056,52.3
M3G20090424T025600,OP2A,233,59.882,-79.338,98.029,0,1,1,1,0,0,151.3440094,52.26
M3G20090424T031100,OP2A,27695,-120.507,16.361,62.726,1,1,1,1,1,1,151.2120056,52.21
M3G20090424T045415,OP2A,232,58.775,-79.952,97.671,0,1,1,1,0,0,151.4100037,52.16
M3G20090424T045715,OP2A,4984,-102.412,-78.582,84.593,1,1,1,1,1,1,151.3440094,52.16
M3G20090424T050542,OP2A,23157,-121.532,-5.724,59.503,1,1,1,1,1,1,151.2779999,52.16
M3G20090424T065215,OP2A,232,57.612,-79.82,97.774,0,1,1,1,0,0,151.4779968,52.11
M3G20090424T070715,OP2A,27694,-122.652,16.85,62.704,1,1,1,1,1,1,151.2779999,52.06
M3G20090424T085015,OP2A,228,56.726,-79.617,97.881,0,1,1,1,0,0,151.4779968,52.01
M3G20090424T085330,OP2A,27997,-120.768,-18.527,63.776,1,1,1,1,1,1,151.4779968,52.01
M3G20090424T104815,OP2A,232,55.46,-79.507,97.985,0,1,1,1,0,0,151.4100037,51.91
M3G20090424T191252,OP2A,16663,-129.172,41.355,63.468,1,1,1,1,1,1,151.75,51.58
M3G20090424T194108,OP2A,791,-130.443,86.697,86.398,1,1,1,1,1,1,151.75,51.58
M3G20090424T203830,OP2A,233,49.916,-79.53,98.046,0,1,1,1,0,0,151.75,51.53
M3G20090424T204145,OP2A,9946,-120.723,-65.426,76.81,1,1,1,1,1,1,151.75,51.53
M3G20090424T205837,OP2A,18045,-130.051,7.23,56.274,1,1,1,1,1,1,151.75,51.53
M3G20090424T223630,OP2A,227,48.79,-79.358,98.17,0,1,1,1,0,0,151.75,51.44
M3G20090424T225130,OP2A,18653,-131.045,-7.059,56.886,1,1,1,1,1,1,151.75,51.44
M3G20090424T232308,OP2A,9046,-131.63,64.973,73.546,1,1,1,1,1,1,151.75,51.44
M3G20090425T003445,OP2A,228,47.724,-79.923,97.828,0,1,1,1,0,0,151.6820068,51.39
M3G20090425T003800,OP2A,3833,-111.153,-80.827,85.909,1,1,1,1,1,1,151.6820068,51.39
M3G20090425T023245,OP2A,233,46.536,-79.757,97.957,0,1,1,1,0,0,151.8860016,51.29
M3G20090425T024715,OP2A,12627,-133.085,-23.806,57.78,1,1,1,1,1,1,151.6820068,51.29
M3G20090425T030840,OP2A,14774,-133.558,47.46,65.344,1,1,1,1,1,1,151.75,51.24
M3G20090425T043045,OP2A,233,45.353,-79.605,98.077,0,1,1,1,0,0,151.6820068,51.19
M3G20090425T043400,OP2A,11684,-126.332,-60.814,74.264,1,1,1,1,1,1,151.6820068,51.19
M3G20090425T045349,OP2A,16749,-134.345,13.034,55.943,1,1,1,1,1,1,151.6139984,51.19
M3G20090425T062900,OP2A,233,44.102,-80.205,97.733,0,1,1,1,0,0,151.8179932,51.14
M3G20090425T064315,OP2A,17704,-135.261,-10.906,56.721,1,1,1,1,1,1,151.6139984,51.14
M3G20090425T071316,OP2A,10292,-136.148,61.872,71.779,1,1,1,1,1,1,151.75,51.1
M3G20090425T082700,OP2A,232,42.809,-80.083,97.849,0,1,1,1,0,0,151.8179932,51.06
M3G20090425T083000,OP2A,15271,-129.671,-51.776,69.9,1,1,1,1,1,1,151.6820068,51.06
M3T20090425T123203,OP2A,3132,-137.64,-69.095,78.686,0,1,1,1,0,0,,
M3G20090425T202308,OP2A,25553,-142.61,-10.12,60.443,1,1,1,1,1,1,152.0220032,50.57
M3G20090425T221315,OP2A,232,34.03,-80.044,98.104,0,1,1,1,0,0,152.1579895,50.47
M3G20090425T222745,OP2A,27171,-144.212,14.224,61.205,1,1,1,1,1,1,152.0220032,50.47
M3G20090426T001115,OP2A,233,32.689,-79.955,98.206,0,1,1,1,0,0,152.3619995,50.42
M3G20090426T001430,OP2A,24479,-141.896,-27.292,63.118,1,1,1,1,1,1,152.3619995,50.42
M3G20090426T040730,OP2A,233,30.001,-80.528,97.91,0,1,1,1,0,0,152.2259979,50.23
M3G20090426T041030,OP2A,28440,-144.456,-17.19,63.025,1,1,1,1,1,1,152.1579895,50.23
M3G20090426T060530,OP2A,233,28.896,-80.448,97.976,0,1,1,1,0,0,152.2259979,50.19
M3G20090426T061945,OP2A,28138,-143.46,16.416,61.824,1,1,1,1,1,1,152.0220032,50.19
M3G20090426T080330,OP2A,228,27.661,-80.371,98.056,0,1,1,1,0,0,152.2259979,50.09
M3G20090426T080645,OP2A,20372,-146.309,-37.547,64.587,1,1,1,1,1,1,152.0220032,50.09
M3G20090426T115930,OP2A,233,25.236,-80.239,98.197,0,1,1,1,0,0,152.2259979,49.94
M3G20090426T120245,OP2A,21067,-148.578,-35.848,64.131,1,1,1,1,1,1,152.1579895,49.94
M3G20090426T123829,OP2A,7220,-152.025,37.669,58.642,1,1,1,1,1,1,152.0899963,49.94
M3G20090426T135730,OP2A,233,24.042,-80.189,98.255,0,1,1,1,0,0,152.2259979,49.9
M3G20090426T141200,OP2A,6678,-151.764,-38.859,61.889,1,1,1,1,1,1,152.0220032,49.85
M3G20090426T142319,OP2A,21308,-145.141,33.888,61.412,1,1,1,1,1,1,152.0220032,49.85
M3G20090426T155530,OP2A,233,22.862,-80.147,98.306,0,1,1,1,0,0,152.1579895,49.8
M3G20090426T155845,OP2A,4248,-142.271,-79.448,85.342,1,1,1,1,1,1,152.1579895,49.8
M3G20090426T160558,OP2A,16412,-153.001,-25.955,58.88,1,1,1,1,1,1,151.9539948,49.75
M3G20090426T175330,OP2A,228,21.68,-80.093,98.365,0,1,1,1,0,0,152.1579895,49.7
M3G20090426T180800,OP2A,8305,-153.97,-34.689,60.096,1,1,1,1,1,1,152.0220032,49.7
M3G20090426T182205,OP2A,12787,-154.973,20.138,54.266,1,1,1,1,1,1,152.0220032,49.7
M3G20090426T195445,OP2A,14135,-151.603,-53.97,70.576,1,1,1,1,1,1,152.0220032,49.65
M3G20090426T234745,OP2A,232,17.796,-80.729,98.028,0,1,1,1,0,0,152.1579895,49.5
M3G20090426T235045,OP2A,12443,-153.033,-58.372,72.771,1,1,1,1,1,1,152.1579895,49.5
M3G20090427T001151,OP2A,13120,-158,7.959,52.53,1,1,1,1,1,1,152.2939911,49.46
M3G20090513T150408,OP2B,257,161.677,-77.888,101.73,0,1,1,1,0,0,159.621994,33.41
M3G20090513T150646,OP2B,17662,-3.02,-48.602,60.064,1,1,1,1,1,1,159.621994,33.41
M3G20090513T153644,OP2B,3727,-17.29,6.911,33.964,1,1,1,1,1,1,159.621994,33.41
M3G20090513T154403,OP2B,6449,-17.595,36.519,46.901,1,1,1,1,1,1,159.621994,33.41
M3G20090513T190008,OP2B,212,159.528,-77.594,101.993,0,1,1,1,0,0,159.5439911,33.27
M3G20090513T191408,OP2B,28217,-19.709,13.303,50.706,1,1,1,1,1,1,159.2339935,33.27
M3G20090513T225558,OP2B,211,157.424,-76.938,102.557,0,1,1,1,0,0,159.621994,33.12
M3G20090513T231028,OP2B,28293,-21.928,14.279,50.806,1,1,1,1,1,1,159.2339935,33.12
M3G20090514T025158,OP2B,212,153.73,-76.673,102.984,0,1,1,1,0,0,159.9279938,32.98
M3G20090514T030608,OP2B,10507,-23.035,-33.399,48.09,1,1,1,1,1,1,159.5439911,32.93
M3G20090514T032803,OP2B,17,-23.759,6.588,33.054,1,1,1,1,1,1,159.776001,32.93
M3G20090514T033047,OP2B,13984,-25.584,51.271,57.799,1,1,1,1,1,1,159.9279938,32.93
M3G20090515T042729,OP2B,308,139.247,-80.634,99.675,0,1,1,1,0,0,160.5500031,31.92
M3G20090515T043023,OP2B,428,91.365,-89.131,91.854,0,1,1,1,0,0,160.3139954,31.92
M3G20090515T043107,OP2B,2465,-31.41,-82.647,85.53,0,1,1,1,0,0,160.3139954,31.92
M3G20090515T043554,OP2B,276,-35.868,-72.661,77.042,0,1,1,1,0,0,160.2360077,31.92
M3G20090515T043645,OP2B,24464,-37.647,-8.331,46.297,0,1,1,1,0,0,160.2360077,31.92
M3G20090516T040358,OP2B,212,128.148,-80.558,99.656,0,1,1,1,0,0,164.2839966,30.95
M3G20090516T040653,OP2B,28217,-48.474,-17.609,50.692,0,1,1,1,0,0,164.2019959,30.95
M3T20090516T063615,OP2B,5249,-52.041,11.928,32.194,0,1,1,1,0,0,,
M3T20090516T080004,OP2B,413,126.376,-80.55,99.642,0,1,1,1,0,0,,
M3T20090516T083435,OP2B,575,-53.087,6.738,30.796,0,1,1,1,0,0,,
M3T20090516T083505,OP2B,930,-53.099,8.727,31.146,0,1,1,1,0,0,,
M3T20090516T083552,OP2B,2348,-53.125,12.999,32.285,0,1,1,1,0,0,,
M3T20090516T083751,OP2B,1043,-53.152,17.417,33.874,0,1,1,1,0,0,,
M3T20090516T095805,OP2B,493,125.478,-80.515,99.662,0,1,1,1,0,0,,
M3T20090516T103232,OP2B,4971,-54.199,12.169,32.099,0,1,1,1,0,0,,
M3T20090516T115610,OP2B,482,124.577,-80.6,99.579,0,1,1,1,0,0,,
M3T20090516T123035,OP2B,1774,-55.258,8.024,30.873,0,1,1,1,0,0,,
M3G20090520T064753,OP2C,263,76.803,-81.479,98.843,0,1,1,1,0,0,156.9759979,27.06
M3G20090520T065048,OP2C,30774,-102.927,-17.141,48.401,1,1,1,1,1,1,156.9019928,27.06
M3G20090520T110308,OP2C,213,74.144,-80.57,99.679,0,1,1,1,0,0,158.1699982,26.86
M3G20090520T111838,OP2C,30874,-104.269,17.788,47.946,1,1,1,1,1,1,157.6419983,26.86
M3G20090528T083019,OP2C,111,-34.763,-77.402,103.367,0,1,1,1,0,0,169.0699921,19.24
M3G20090528T083319,OP2C,30913,149.175,-19.724,45.492,1,1,1,1,1,1,168.8000031,19.24
M3G20090528T124548,OP2C,212,-37.081,-77.749,103.039,0,1,1,1,0,0,162.1500092,19.1
M3G20090528T130108,OP2C,30432,145.566,13.667,42.769,1,1,1,1,1,1,161.6600037,19.05
M3G20090528T211637,OP2C,212,-41.321,-77.334,103.428,0,1,1,1,0,0,159.3880005,18.72
M3G20090528T213152,OP2C,31166,140.722,14.751,43.557,1,1,1,1,1,1,159.1579895,18.72
M3G20090529T013152,OP2C,263,-51.935,-76.662,104.465,0,1,1,1,0,0,159.0059967,18.57
M3G20090529T013507,OP2C,8813,127.743,-72.134,76.07,1,1,1,1,1,1,159.0820007,18.57
M3G20090529T015004,OP2C,21910,139.056,0.515,32.922,1,1,1,1,1,1,158.7779999,18.57
M3G20090529T054847,OP2C,212,-59.17,-80.693,100.521,0,1,1,1,0,0,159.0059967,18.38
M3G20090529T060422,OP2C,3451,139.751,-46.632,51.355,1,1,1,1,1,1,158.7019959,18.38
M3G20090529T061013,OP2C,27568,130.324,26.933,42.877,1,1,1,1,1,1,158.7019959,18.38
M3G20090529T100749,OP2C,30320,139.876,-16.315,43.622,1,1,1,1,1,1,158.9299927,18.18
M3G20090529T141938,OP2C,212,-63.163,-80.692,100.515,0,1,1,1,0,0,158.9299927,18.05
M3G20090529T143509,OP2C,31020,127.042,18.468,43.654,1,1,1,1,1,1,158.8539887,18.05
M3G20090529T183508,OP2C,212,-65.449,-80.877,100.327,1,1,1,1,1,1,159.1579895,17.9
M3G20090529T183825,OP2C,30857,133.68,-15.896,43.904,1,1,1,1,1,1,159.0820007,17.9
M3G20090529T225048,OP2C,212,-68.531,-81.487,99.718,0,1,1,1,0,0,159.1579895,17.7
M3G20090529T230608,OP2C,31019,122.215,18.727,43.603,1,1,1,1,1,1,158.9299927,17.7
M3G20090530T030609,OP2C,213,-68.457,-81.381,99.807,0,1,1,1,0,0,159.2339935,17.51
M3G20090530T030925,OP2C,30853,129.869,-15.469,43.598,1,1,1,1,1,1,159.0820007,17.51
M3G20090530T072138,OP2C,212,-70.652,-81.529,99.657,0,1,1,1,0,0,159.2339935,17.36
M3G20090530T073724,OP2C,31020,116.387,19.896,43.76,1,1,1,1,1,1,159.0059967,17.36
M3G20090530T155248,OP2C,212,-75.909,-82.271,98.915,0,1,1,1,0,0,159.5439911,17.03
M3G20090530T160828,OP2C,30974,111.482,20.271,43.699,1,1,1,1,1,1,159.2339935,16.98
M3G20090530T200818,OP2C,212,-78.159,-82.402,98.782,0,1,1,1,0,0,159.5439911,16.84
M3G20090530T201123,OP2C,30874,119.194,-15.011,43.246,1,1,1,1,1,1,159.4660034,16.84
M3G20090531T130802,OP2C,228,-71.153,-82.736,98.08,0,1,1,1,0,0,164.9600067,16.16
M3G20090531T132341,OP2C,4215,106.599,-43.067,46.643,1,1,1,1,1,1,164.3659973,16.16
M3G20090531T133050,OP2C,6645,106.666,-16.999,25.105,1,1,1,1,1,1,164.0359955,16.16
M3G20090531T134207,OP2C,19538,104.931,45.314,48.147,1,1,1,1,1,1,163.7839966,16.16
M3G20090531T172331,OP2C,233,-73.133,-83.377,97.459,0,1,1,1,0,0,161.7420044,16.02
M3G20090531T172712,OP2C,30547,104.186,-13.28,42.279,1,1,1,1,1,1,161.6600037,15.97
M3G20090531T213901,OP2C,233,-75.043,-84.028,96.826,0,1,1,1,0,0,160.7099915,15.82
M3G20090531T215442,OP2C,30401,98.864,20.783,43.127,1,1,1,1,1,1,160.3919983,15.82
M3G20090601T015551,OP2C,233,-70.651,-88.308,92.566,0,1,1,1,0,0,160.2360077,15.67
M3G20090601T021112,OP2C,30547,91.174,24.315,44.284,0,1,1,1,0,0,159.9279938,15.63
M3G20090601T061122,OP2C,232,-68.345,-88.846,91.93,0,1,1,1,0,0,159.9279938,15.49
M3G20090601T061442,OP2C,7773,96.781,-63.074,65.327,0,1,1,1,0,0,159.9279938,15.49
M3G20090601T062753,OP2C,7457,97.274,-26.354,31.835,0,1,1,1,0,0,159.9279938,15.49
M3G20090601T064032,OP2C,15409,97.469,28.314,33.942,0,1,1,1,0,0,160.1580048,15.49
M3G20090601T102652,OP2C,227,15.547,-89.183,91.317,0,1,1,1,0,0,159.9279938,15.29
M3G20090601T104211,OP2C,30547,84.559,25.518,44.596,0,1,1,1,0,0,159.699997,15.29
M3G20090601T145212,OP2C,26810,92.697,2.365,36.541,0,1,1,1,0,0,159.9279938,15.15
M3G20090601T193005,OP2C,20485,73.075,49.976,52.606,0,1,1,1,0,0,159.852005,14.95
M3G20090601T235923,OP2C,5476,88.28,54.876,55.169,0,1,1,1,0,0,160.4700012,14.81
M3G20090602T074352,OP2C,233,76.111,-87.998,89.36,0,1,1,1,0,0,160.8699951,14.48
M3G20090602T074711,OP2C,25011,83.249,-18.903,37.62,0,1,1,1,0,0,160.8699951,14.48
M3G20090602T082937,OP2C,5637,83.601,54.457,54.711,0,1,1,1,0,0,160.8699951,14.43
M3G20090602T115921,OP2C,233,75.493,-87.423,88.763,0,1,1,1,0,0,160.6300049,14.28
M3G20090602T121452,OP2C,15415,81.017,-6.766,25.216,0,1,1,1,0,0,160.4700012,14.28
M3G20090602T124100,OP2C,15126,49.511,64.861,67.189,0,1,1,1,0,0,160.3919983,14.28
M3G20090602T161451,OP2C,232,74.453,-86.812,88.145,0,1,1,1,0,0,160.8699951,14.09
M3G20090602T163012,OP2C,11002,78.664,-17.193,25.648,0,1,1,1,0,0,160.6300049,14.09
M3G20090602T164851,OP2C,19445,57.746,54.07,56.325,0,1,1,1,0,0,160.5500031,14.09
M3G20090602T203022,OP2C,232,73.136,-86.184,87.52,0,1,1,1,0,0,160.7899933,13.94
M3G20090602T203342,OP2C,30643,76.326,-3.462,40.425,0,1,1,1,0,0,160.7899933,13.94
M3G20090603T004552,OP2C,233,72.497,-85.4,86.759,0,1,1,1,0,0,161.2599945,13.8
M3G20090603T010112,OP2C,27111,74.131,22.841,39.737,0,1,1,1,0,0,161.026001,13.75
M3G20090603T050121,OP2C,233,70.676,-84.765,86.135,0,1,1,1,0,0,161.4199982,13.61
M3G20090603T050442,OP2C,30547,71.68,-2.184,40.14,0,1,1,1,0,0,161.4199982,13.61
M3G20090603T134223,OP2C,29093,66.982,14.717,39.531,1,1,1,1,1,1,161.9060059,13.27
M3G20090603T143144,OP2C,851,67.525,86.049,85.083,1,1,1,1,1,1,161.9060059,13.22
M3G20090603T174201,OP2C,233,-114.825,-80.524,100.367,0,1,1,1,0,0,162.1500092,13.07
M3G20090603T174502,OP2C,30642,64.593,-17.247,42.307,1,1,1,1,1,1,162.1500092,13.07
M3G20090603T215712,OP2C,233,-117.338,-80.269,100.627,0,1,1,1,0,0,162.1500092,12.94
M3G20090603T221232,OP2C,20023,62.307,-7.922,29.188,1,1,1,1,1,1,161.9060059,12.89
M3G20090604T023806,OP2C,17335,59.865,14.806,27.451,1,1,1,1,1,1,161.9060059,12.74
M3G20090604T062742,OP2C,233,-121.592,-80.175,100.712,0,1,1,1,0,0,162.1500092,12.6
M3G20090604T064302,OP2C,30150,57.554,16.263,40.659,1,1,1,1,1,1,162.1500092,12.6
M3G20090604T104302,OP2C,233,-124.088,-80.459,100.445,0,1,1,1,0,0,162.552002,12.4
M3G20090604T104552,OP2C,30743,55.125,-17.459,42.179,1,1,1,1,1,1,162.3899994,12.4
M3G20090604T145812,OP2C,233,-126.613,-80.284,100.627,0,1,1,1,0,0,162.552002,12.25
M3G20090604T151322,OP2C,29463,52.759,14.225,39.387,1,1,1,1,1,1,162.3099976,12.21
M3G20090604T160320,OP2C,787,53.086,86.284,85.311,1,1,1,1,1,1,162.6340027,12.17
M3G20090604T191332,OP2C,233,-129.149,-80.567,100.36,0,1,1,1,0,0,162.7160034,12.07
M3G20090604T191631,OP2C,24438,52.128,-32.12,41.822,1,1,1,1,1,1,162.552002,12.07
M3G20090604T195758,OP2C,6209,50.287,41.64,41.965,1,1,1,1,1,1,162.3899994,12.07
M3G20090604T232842,OP2C,228,-131.722,-80.372,100.564,0,1,1,1,0,0,162.7160034,11.92
M3G20090604T234352,OP2C,30169,47.417,16.191,40.4,1,1,1,1,1,1,162.552002,11.92
M3G20090605T034402,OP2C,233,-136.95,-80.777,100.252,0,1,1,1,0,0,162.8800049,11.73
M3G20090605T034701,OP2C,9321,56.6,-68.481,70.315,1,1,1,1,1,1,162.7980042,11.73
M3G20090605T040250,OP2C,21327,45.664,5.533,29.184,1,1,1,1,1,1,162.6340027,11.68
M3G20090605T075911,OP2C,233,-139.585,-80.693,100.344,0,1,1,1,0,0,162.9620056,11.58
M3G20090605T081431,OP2C,24433,43.332,3.037,32.368,1,1,1,1,1,1,162.7980042,11.53
M3G20090605T085558,OP2C,5722,39.813,75.036,74.13,1,1,1,1,1,1,162.8800049,11.53
M3G20090605T162932,OP2C,233,-144.945,-80.63,100.425,0,1,1,1,0,0,168.1699982,11.2
M3G20090605T163232,OP2C,2396,85.433,-85.15,86.855,0,1,1,1,0,0,167.9900055,11.2
M3G20090605T163636,OP2C,14334,39.736,-44.875,47.525,0,1,1,1,0,0,167.8140106,11.2
M3G20090605T170055,OP2C,13911,38.267,23.21,27.49,0,1,1,1,0,0,166.9340057,11.2
M3G20090605T204442,OP2C,232,-147.637,-80.617,100.445,0,1,1,1,0,0,163.5359955,11.05
M3G20090605T210002,OP2C,13476,36.752,-23.359,28.999,1,1,1,1,1,1,163.5359955,11.01
M3G20090605T212253,OP2C,16701,34.197,49.162,49.22,1,1,1,1,1,1,163.5359955,11.01
M3G20090606T010002,OP2C,232,-150.597,-81.071,100.004,0,1,1,1,0,0,163.2079926,10.86
M3G20090606T010302,OP2C,30642,37.25,-16.675,41.259,1,1,1,1,1,1,163.2079926,10.86
M3G20090606T051512,OP2C,228,-153.294,-81.089,99.991,0,1,1,1,0,0,163.1259918,10.71
M3G20090606T053022,OP2C,30246,30.506,16.827,40.059,1,1,1,1,1,1,162.7980042,10.66
M3G20090606T093022,OP2C,233,-155.978,-81.129,99.955,0,1,1,1,0,0,162.9620056,10.53
M3G20090606T093322,OP2C,14051,36.888,-56.596,58.671,1,1,1,1,1,1,162.9620056,10.53
M3G20090607T025544,OP2C,17868,19.56,14.357,26.116,1,1,1,1,1,1,162.7980042,9.84
M3G20090607T064604,OP2C,233,-168.912,-81.268,99.821,0,1,1,1,0,0,163.2899933,9.7
M3G20090607T070124,OP2C,19865,17.826,-7.668,27.184,1,1,1,1,1,1,163.0440064,9.66
M3G20090607T073505,OP2C,9211,14.746,61.786,60.971,1,1,1,1,1,1,163.1259918,9.66
M3G20090607T075043,OP2C,1171,-1.506,86.193,85.229,1,1,1,1,1,1,163.371994,9.66
M3G20090607T110113,OP2C,232,28.935,-81.385,99.702,0,1,1,1,0,0,163.371994,9.51
M3G20090607T110414,OP2C,27996,18.739,-23.024,39.845,1,1,1,1,1,1,163.371994,9.51
M3G20090607T115143,OP2C,1086,14.009,46.647,46.08,1,1,1,1,1,1,163.1259918,9.46
M3G20090607T151624,OP2C,233,241.519,-81.515,99.57,0,1,1,1,0,0,163.371994,9.32
M3G20090607T153144,OP2C,30254,11.431,17.267,39.642,1,1,1,1,1,1,163.1259918,9.32
M3G20090607T193134,OP2C,232,288.558,-81.625,99.456,0,1,1,1,0,0,163.5359955,9.17
M3G20090607T193433,OP2C,21269,14.471,-39.015,43.243,1,1,1,1,1,1,163.371994,9.17
