Wavelength (nm),KRC1,OP1b_H4_GT,K-EFF_1-O3,K-EFF_1-O4,K-EFF_1-O5,K-EFF_1-O6,K-EFF_1-O7,K-EFF_1-O8,K-EFF_1-O9,K-EFF_1-O10,K-EFF_1-O11,K-EFF_1-O12,K-EFF_1-O13,K-EFF_1-O14,K-EFF_1-O15,K-EFF_1-O16,K-EFF_1-O17,K-EFF_1-O18,K-EFF_1-O19,K-EFF_1-O20,K-EFF_1-O21,K-EFF_1-O22,K-EFF_1-O23,K-EFF_1-O24,K-EFF_1-O25,K-EFF_1-O26,K-EFF_1-O27,K-EFF_1-O28,K-EFF_1-O29,K-EFF_1-O30,K-EFF_1-O31,K-EFF_1-O32,K-EFF_1-O33,K-EFF_1-O34,K-EFF_1-O35
1978.099976,1.004092,1.023830567,0.999696016,0.998965979,0.996146977,0.997406006,0.991667986,0.99237299,0.993852973,0.996595025,1.000982046,1.001731038,1.00206697,1.002243996,1.000182986,0.998874009,1.000151992,1.002822042,1.003227949,1.004955053,1.004572988,1.003965974,1.002897024,1.002257943,1.004773021,1.003324986,1.003715038,1.003708959,1.003718019,1.003775954,1.003808975,1.004894018,1.004979014,1.004964948,1.00446701
2018.02002,0.99907,1.013070358,0.993354023,0.99278599,0.990595996,0.991950989,0.988747001,0.98843199,0.990952015,0.993191004,0.997888029,0.998093009,0.998480022,0.998049974,0.995902002,0.993870974,0.994436979,0.997381985,0.997422993,0.998834014,0.999132991,0.998048007,0.996963978,0.996991992,0.998686016,0.999734998,1.000200987,1.000164986,1.000123978,1.000206947,1.00018096,1.001453996,1.000964999,1.000959992,0.999930024
2057.949951,0.995321,1.004628793,0.988775015,0.988065004,0.986923993,0.989836991,0.987932026,0.986406982,0.989858985,0.992021978,0.996967018,0.996644974,0.997049987,0.996228993,0.994759023,0.992492974,0.992152989,0.994715989,0.994439006,0.995213985,0.995904982,0.995240986,0.994634986,0.995589018,0.995828986,0.998381019,0.998363972,0.998327971,0.998062015,0.998108029,0.998072982,0.997503996,0.997054994,0.997065008,0.996794999
2097.870117,0.999632,1.005736258,0.993386984,0.992811024,0.992338002,0.99554801,0.996172011,0.993826985,0.997906983,0.998999,1.003311038,1.002501011,1.002799034,1.001649022,1.001137972,0.999099016,0.997961998,0.999247015,0.998778999,0.998394012,0.99921298,0.999204993,0.999391973,1.000532031,0.998932004,1.001315951,1.000957966,1.000942945,1.000823021,1.000785947,1.000759006,0.999394,0.999433994,0.999437988,1.000344992
2137.800049,1.002873,1.007705068,0.998139024,0.99754101,0.997713029,1.001340985,1.004325032,1.001587987,1.006006002,1.005642056,1.009294987,1.008154988,1.008322001,1.007181048,1.008038044,1.006649971,1.005041003,1.004933,1.004474998,1.003172994,1.003651023,1.004541993,1.005383968,1.006106019,1.003795028,1.004346013,1.003911018,1.003931046,1.004143,1.004076004,1.004096985,1.003851056,1.004299045,1.004284024,1.005228996
2177.719971,0.997708,0.993341391,0.988641024,0.988183022,0.988325,0.991913974,0.995882988,0.994610012,0.998807013,0.994094014,0.997025013,0.995849013,0.995697975,0.994916975,0.99782598,0.996715009,0.994998991,0.994831026,0.994970977,0.993448019,0.992884994,0.995675027,0.996015012,0.996667981,0.996688008,0.994148016,0.993402004,0.993430018,0.993246973,0.993228972,0.993267,0.992980003,0.993417978,0.993432999,0.99307102
2217.639893,1.004489,1,0.997529984,0.997120023,0.998444974,1.002740026,1.008149981,1.006068945,1.009649992,1.004752994,1.006131053,1.00494206,1.004709005,1.004310966,1.007357955,1.007747054,1.006595016,1.004917026,1.005149007,1.004029989,1.003206968,1.004786015,1.00515902,1.00453496,1.005398035,1.002537966,1.00267005,1.002673984,1.002763033,1.002840996,1.00286305,1.004156947,1.003939033,1.003958941,1.00288403
2257.570068,1.004103,1,0.996653974,0.996420979,0.99811703,1.002084017,1.009621024,1.007050991,1.01020503,1.00651896,1.005061984,1.003960013,1.003604054,1.003499985,1.005416989,1.007459998,1.007341027,1.004346967,1.004557967,1.004153013,1.003602028,1.002707005,1.002969027,1.001265049,1.002169013,1.00127995,1.002200007,1.002181053,1.002424955,1.002482057,1.002454996,1.00346005,1.002882004,1.002894998,1.002583027
2297.48999,0.998065,1,0.989480972,0.989371002,0.991820991,0.994997978,1.004161,1.001008034,1.00305295,1.001057029,0.997233987,0.996411979,0.996087015,0.996369004,0.996504009,0.999719977,1.000692964,0.997344017,0.99732101,0.997973979,0.998055995,0.994957983,0.995087028,0.993408024,0.993423998,0.995400012,0.996397018,0.996357024,0.996603012,0.996618986,0.996577978,0.996428013,0.996206999,0.996243,0.997164011
2337.419922,0.99942,1,0.990329027,0.990369022,0.992416978,0.994737983,1.003913045,1.002709985,1.003393054,0.999885023,0.995489001,0.995275974,0.994955003,0.995732009,0.995311975,0.997870028,0.999413013,0.998484015,0.998642027,1.000054002,1.000287056,0.99831003,0.997592986,0.997877002,0.998290002,1.000746965,1.000383019,1.000365973,0.999947011,0.999921024,0.999912024,0.997879028,0.998394012,0.998439014,0.999081016
2377.340088,1.002514,1,0.993941009,0.994282007,0.995474994,0.996518016,1.005087018,1.006690025,1.005849004,0.999903977,0.995714009,0.996191025,0.99593401,0.997031987,0.996376991,0.997273982,0.998836994,1.00087595,1.001135945,1.002583981,1.002825022,1.00327301,1.002197981,1.004222035,1.004629016,1.005463004,1.004119039,1.004137039,1.003574014,1.003538966,1.003556013,1.002527952,1.003033042,1.003046989,1.002343059
2417.26001,1,1,0.99009198,0.9903,0.990864992,0.990980029,0.998758018,1.001674056,0.999985993,0.99654001,0.99257803,0.993519008,0.993458986,0.99455303,0.992862999,0.99248898,0.993562996,0.996469021,0.996378005,0.997087002,0.997596025,0.998727024,0.998721004,1.000144005,0.99872601,0.997982025,0.997583985,0.997609973,0.998071015,0.998062015,0.998103976,1.000808954,1.000416994,1.000432968,0.999548972
2457.189941,1.009156,1,0.996587992,0.996994972,0.996612012,0.994791985,1.001451969,1.006232023,1.003167033,0.999951005,0.997106016,0.998405993,0.998453021,0.999176979,0.997538984,0.99554801,0.995646,0.998892009,0.99872601,0.998234987,0.998411,1.000545025,1.001170039,1.001345038,1.00049305,0.998197973,0.998670995,0.998682976,0.999136984,0.999206007,0.999179006,1.000339031,0.999772012,0.999795973,1.000206947
2497.110107,1.011425,1,1.000026941,1.000759006,1.000018954,0.997111022,1.001817942,1.007300973,1.003312945,1.001772046,1.000260949,1.001603007,1.001808047,1.001960993,1.000628948,0.997892022,0.996936977,0.998660982,0.998439014,0.997036994,0.996778011,0.998172998,0.999014974,0.997747004,0.998185992,0.996722996,0.997605026,0.997573018,0.997461975,0.99752301,0.997475982,0.995366991,0.995568991,0.995595992,0.996553004
2537.030029,1.024506,1,1.014021993,1.014955044,1.014256001,1.010354042,1.013303995,1.017825961,1.013389945,1.015952945,1.015624046,1.016641974,1.016960979,1.016330957,1.01534903,1.013262987,1.011723995,1.010352969,1.01008904,1.008556962,1.008223057,1.007120013,1.007689953,1.00573802,1.006530046,1.007889986,1.008337975,1.008312941,1.007959962,1.007938027,1.007918954,1.006575942,1.007161021,1.007158995,1.00671804
2576.959961,1.0018,1,0.994777024,0.99553299,0.994843006,0.992165983,0.991182029,0.99467802,0.991097987,0.997694016,0.999270976,0.99979198,1.00019002,0.999243021,0.999621987,0.998942971,0.997457027,0.994390011,0.994381011,0.994022012,0.993628025,0.991580009,0.99110198,0.990842998,0.991699994,0.994044006,0.993236005,0.993255973,0.993027985,0.992956996,0.993017018,0.994449019,0.99435401,0.994370997,0.993376017
2616.879883,1.013489,1,1.002506971,1.003633022,1.003337026,0.998973012,0.995916009,0.998039007,0.994719028,1.001548052,1.004510045,1.004351974,1.004554987,1.003378987,1.005030036,1.005887032,1.005303979,1.002341986,1.002683997,1.003625989,1.003538966,1.002297044,1.001229048,1.002912045,1.002604961,1.00308001,1.002154946,1.002171993,1.002485991,1.002518058,1.002539039,1.004160047,1.003528953,1.00355804,1.004328012
2656.810059,1.005137,1,0.995145977,0.996564984,0.997258008,0.993586004,0.987388015,0.987407029,0.985108018,0.990921021,0.994747996,0.993936002,0.993987978,0.993224978,0.995380998,0.997573972,0.998297989,0.997368991,0.997761011,0.99930203,0.999679983,1.000414014,1.000013947,1.001579046,1.000326991,0.998201013,0.998632014,0.998625994,0.998951972,0.999041021,0.998974979,0.99722302,0.997493029,0.997506976,0.998062015
2696.72998,1.002574,1,0.997390985,0.998785973,0.999993026,0.997717023,0.988698006,0.986566007,0.986175001,0.990325987,0.994165003,0.992927015,0.992828012,0.992835999,0.99435699,0.996707976,0.998372972,1.000311017,1.000398993,1.001157999,1.001680017,1.003638983,1.004474998,1.003769994,1.003388047,1.001837969,1.002938032,1.002922058,1.002565026,1.002524018,1.002532005,1.001458049,1.001976013,1.001986027,1.000589013
2736.649902,1,1,0.997575998,0.997905016,0.998072028,0.996430993,0.985696018,0.981810987,0.983959019,0.987200975,0.990411997,0.989161015,0.988909006,0.989780009,0.989703,0.990722001,0.992155015,0.995490015,0.995104015,0.994355023,0.994333029,0.995124996,0.996146977,0.994132996,0.995471001,0.997446001,0.997018993,0.997022986,0.996743977,0.996685982,0.996761978,0.999538004,0.998730004,0.998749018,0.999891996
2776.580078,1,1,1.025550008,1.025506973,1.023172021,1.017667055,1.01000905,1.005707026,1.009623051,1.00771296,1.008195996,1.007383943,1.006917953,1.007956028,1.005923033,1.004374027,1.004259944,1.005707979,1.005300999,1.003386021,1.002756953,1.000977993,1.000367999,1.000548959,1.001085997,1.002828002,1.001657963,1.00166595,1.002257943,1.002362967,1.002290964,1.000048041,1.000571966,1.000588059,1.000046015
2816.5,1,1,1.034157038,1.033406973,1.030416012,1.025953054,1.019943953,1.015570998,1.020990014,1.015297055,1.012671947,1.012941003,1.012760997,1.013504028,1.011000037,1.008088946,1.006090045,1.003502965,1.003656983,1.003762007,1.00348103,1.001986027,1.000798941,1.003252029,1.00137496,0.998121023,0.999472022,0.999466002,0.999051988,0.999001026,0.999044001,1.000046015,0.999800026,0.999827027,1.000036001
2856.429932,1,1,1.016795039,1.016278028,1.014726996,1.012776017,1.010640025,1.007380009,1.011759043,1.002462029,0.996940017,0.99831599,0.998579979,0.998152018,0.997964025,0.996941984,0.995554984,0.992169023,0.992784023,0.994993985,0.995842993,0.998386979,0.999714017,0.997681975,0.998899996,1.000730991,1.000087023,1.000087023,1.000226974,1.000254035,1.000241041,1.000004053,1.000012994,1.000051022,1.000000954
2896.350098,1,1,0.992374003,0.992116988,0.992852986,0.996384978,0.999908984,0.999823987,1.000723958,0.994639993,0.990292013,0.991815984,0.992294014,0.990897,0.994295001,0.997870982,1.000283957,1.003939033,1.003473043,1.002066016,1.001620054,1.000496984,1.00001502,1.000668049,1.000313044,0.999852002,0.999989986,0.999988973,0.999958992,0.999963999,0.999960005,1.000018954,0.999971986,1.000005007,0.999954998
2936.27002,1,1,0.963889003,0.963771999,0.967350006,0.977833986,0.989382029,0.995567977,0.989471018,0.999092996,1.004320025,1.003026009,1.002751946,1.003442049,1.002112985,1.000911951,1.000219941,0.999337971,0.999440014,0.999705017,0.999776006,0.999938011,1.00001204,0.999930024,0.999962986,1.000018001,0.999996006,0.99999702,0.999994993,1.00000596,0.999998987,1.000005007,0.99999702,1.000002027,1.00000298
2976.199951,1.28999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
